COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,A股代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B股代码,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,A股上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B股上市日期,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL,市场类型
JINRUI MINING,1,1,金瑞矿业,600714,青海省,-,540,金瑞矿业,青海省,"Qinghai Jinrui Mineral Development Co.,Ltd",金瑞矿业,2,-,4,19960606,C,   D  F  N          ,制造业,600714,青海金瑞矿业发展股份有限公司,19960606,630000,-,0971-6321653,N,   D  F  N          ,任小坤                        ,-,主板A,Y,-,上市,-,26,810008,金瑞矿业,否,18935607756@163.com,化学原料和化学制品制造业,-,否,-,630100,-,-,甘晨霞,"Qinghai Jinrui Mineral Development Co.,Ltd",青海省西宁市城西区新宁路36号五层,-,-,青海省西宁市新宁路36号青海投资大厦12楼,28817.63,0.00,20250902,0.00,-,28817.63,28817.63,0.00,主板A股
CIH,1,1,文投控股,600715,北京市,-,541,文投控股,北京市,"Cultural Investment Holdings Co.,Ltd",文投控股,2,-,4,19960701,R,   D  F  N          ,文化、体育和娱乐业,600715,文投控股股份有限公司,19960701,110000,-,010-88578078,N,   D  F  N          ,徐建                          ,-,主板A,Y,-,上市,-,87,100021,文投控股,否,wangxi@600715sh.com,广播、电视、电影和录音制作业,-,否,-,110000,-,-,高海涛,"Cultural Investment Holdings Co.,Ltd",北京市朝阳区东四环窑洼湖桥东侧东进国际中心D座4层D401室,-,-,北京市朝阳区弘善家园413号楼,405985.35,139748.13,20250902,0.00,-,266237.22,266237.22,0.00,主板A股
PHOENIX PROPERTY,1,1,凤凰股份,600716,江苏省,-,542,凤凰股份,江苏省,Jiangsu Phoenix Property Investment Company Limited,凤凰股份,2,-,4,19960702,K,   D  F  N          ,房地产业,600716,江苏凤凰置业投资股份有限公司,19960702,320000,-,025-83566283,N,   D  F  N          ,王译萱                        ,-,主板A,Y,-,上市,-,70,210037,凤凰股份,否,fhzy@ppm.cn,房地产业,-,否,-,320100,-,-,毕胜,Jiangsu Phoenix Property Investment Company Limited,江苏省南京市中央路389号凤凰国际大厦六楼,-,-,南京市中央路389号凤凰国际大厦六楼,93606.06,0.00,20250902,0.00,-,93606.06,93606.06,0.00,主板A股
TIANJIN PORT,1,1,天津港,600717,天津市,-,543,天津港,天津市,"Tianjin Port Co.,Ltd",天津港,2,-,4,19960614,G,   D  F  N          ,交通运输、仓储和邮政业,600717,天津港股份有限公司,19960614,120000,-,022-25706615,N,   D  F  N          ,刘庆顺                        ,-,主板A,Y,-,上市,-,55,300461,天津港,否,tianjinport@tianjin-port.com,水上运输业,-,否,-,120000,-,-,郭小薇,"Tianjin Port Co.,Ltd",天津市天津自贸区(天津港保税区)通达广场1号A区,-,-,天津市塘沽区津港路99号,289400.10,0.00,20250902,0.00,-,289400.10,289400.10,0.00,主板A股
NEUSOFT,1,1,东软集团,600718,辽宁省,-,544,东软集团,辽宁省,Neusoft Corporation,东软集团,2,-,4,19960618,I,   D  F  N          ,信息传输、软件和信息技术服务业,600718,东软集团股份有限公司,19960618,210000,-,024-83662115,N,   D  F  N          ,荣新节                        ,-,主板A,Y,-,上市,-,65,110179,东软集团,否,investor@neusoft.com,软件和信息技术服务业,-,否,-,210100,-,-,王楠,Neusoft Corporation,辽宁省沈阳市浑南新区新秀街2号,-,-,沈阳市浑南新区新秀街2号 东软软件园,119079.83,0.00,20250902,0.00,-,119079.83,119079.83,0.00,主板A股
DTPC,1,1,大连热电,600719,辽宁省,-,545,大连热电,辽宁省,"Dalian Thermal Power Co.,Ltd.",大连热电,2,-,4,19960716,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600719,大连热电股份有限公司,19960716,210000,-,0411-84498126,N,   D  F  N          ,田鲁炜                        ,-,主板A,Y,-,上市,-,44,116000,大连热电,否,dlrd_zqb@sina.com,电力、热力生产和供应业,-,否,-,210200,-,-,郭晶,"Dalian Thermal Power Co.,Ltd.",辽宁省大连市沙河口区香周路210号,-,-,大连市沙河口区香周路210号,40459.96,0.00,20250902,0.00,-,40459.96,40459.96,0.00,主板A股
CCCCDC,1,1,中交设计,600720,甘肃省,-,546,中交设计,甘肃省,"CCCC DESIGN & CONSULTING GROUP CO., LTD.",中交设计,2,-,4,19960716,C,   D  F  N          ,制造业,600720,中交设计咨询集团股份有限公司,19960716,620000,-,010-57507166,N,   D  F  N          ,崔玉萍                        ,-,主板A,Y,-,上市,-,30,100875,中交设计,否,ccccdc@ccccltd.cn,非金属矿物制品业,-,否,-,620100,-,-,曹艳蓉,"CCCC DESIGN & CONSULTING GROUP CO., LTD.",甘肃省兰州市城关区草场街街道北滨河东路188号附1号天星滨河时代10层1004,-,-,北京市朝阳区安定路恒毅大厦,229459.56,128554.58,20250902,0.00,-,100904.98,100904.98,0.00,主板A股
BHC,1,1,百花医药,600721,新疆维吾尔自治区,-,547,百花医药,新疆维吾尔自治区,"XINJIANG BAI HUA CUN PHARMA TECH CO.,LTD",百花医药,2,-,4,19960626,M,   D  F  N          ,科学研究和技术服务业,600721,新疆百花村医药集团股份有限公司,19960626,650000,-,0991-2356600,N,   D  F  N          ,郑彩红                        ,-,主板A,Y,-,上市,-,73,831300,百花医药,否,bhc@xjbhc.org,研究和试验发展,-,否,-,654300,-,-,赵琴琴,"XINJIANG BAI HUA CUN PHARMA TECH CO.,LTD",新疆维吾尔自治区五家渠市东工业园区纬六西街699号研发办公楼3号,-,-,乌鲁木齐市中山路南一巷22楼董事会办公室,38454.76,0.00,20250902,0.00,-,38454.76,38454.76,0.00,主板A股
JINNIU CHEMICAL,1,1,金牛化工,600722,河北省,-,548,金牛化工,河北省,"Hebei Jinniu Chemical Industry Co.,Ltd",金牛化工,2,-,4,19960626,C,   D  F  N          ,制造业,600722,河北金牛化工股份有限公司,19960626,130000,-,0311-86861889,N,   D  F  N          , 董辉                         ,-,主板A,Y,-,上市,-,26,061108,金牛化工,否,600722@hbjnhg.com,化学原料和化学制品制造业,-,否,-,130900,-,-,赵建斌,"Hebei Jinniu Chemical Industry Co.,Ltd",河北省沧州市临港化工园区化工大道,-,-,沧州临港化工园区化工大道,68031.97,0.00,20250902,0.00,-,68031.97,68031.97,0.00,主板A股
NINGBO FUDA,1,1,宁波富达,600724,浙江省,-,549,宁波富达,浙江省,Ningbo Fuda Company Limited,宁波富达,2,-,4,19960716,C,   D  F  N          ,制造业,600724,宁波富达股份有限公司,19960716,330000,-,0574-87647859,N,   D  F  N          ,郑铭钧                        ,-,主板A,Y,-,上市,-,30,315000,宁波富达,否,xd@fuda.com,非金属矿物制品业,-,否,-,330200,-,-,张琛炜,Ningbo Fuda Company Limited,浙江省宁波市余姚市城区南雷南路2号余姚商会大厦1302室,-,-,宁波市海曙区解放南路208号建设大厦18楼1803室,144524.11,29.84,20250902,0.00,-,144494.27,144494.27,0.00,主板A股
YNYW,1,1,云维股份,600725,云南省,-,550,云维股份,云南省,Yunnan Yunwei Company Limited,云维股份,2,-,4,19960702,F,   D  F  N          ,批发和零售业,600725,云南云维股份有限公司,19960702,530000,-,0871-65656808,N,   D  F  N          ,刘磊                          ,-,主板A,Y,-,上市,-,51,650100,云维股份,否,-,批发业,-,否,-,530100,-,-,李猛,Yunnan Yunwei Company Limited,云南省昆明市滇中新区大板桥街道云水路1号智能制造产业园A1栋610号,-,-,云南省昆明市西山区前卫街道日新中路393号,123247.00,0.00,20250902,0.00,-,123247.00,123247.00,0.00,主板A股
HDECL,1,1,华电能源,600726,黑龙江省,-,551,华电能源,黑龙江省,Huadian Energy Company Limited,华电能源,2,900937,4,19960701,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600726,华电能源股份有限公司,19960701,230000,上市,0451-82525998,N,   D  F  N          ,国务院国资委                  ,华电B股,主板A,Y,-,上市,-,44,150001,华电能源,否,hdenergy@hdenergy.com,电力、热力生产和供应业,-,否,-,230100,19960422,-,付璐璐,Huadian Energy Company Limited,黑龙江省哈尔滨市香坊区高新技术开发区19号楼B座,华电B股,-,哈尔滨市南岗区大成街209号,790733.62,472799.14,20250902,43200.00,-,317934.48,274734.48,0.00,主板A股
LBC,1,1,鲁北化工,600727,山东省,-,552,鲁北化工,山东省,"Shandong Lubei Chemical Co.,Ltd",鲁北化工,2,-,4,19960702,C,   D  F  N          ,制造业,600727,山东鲁北化工股份有限公司,19960702,370000,-,0543-6451265,N,   D  F  N          ,陈树常                        ,-,主板A,Y,-,上市,-,26,251909,鲁北化工,否,lubeichem@lubeichem.com,化学原料和化学制品制造业,-,否,-,371600,-,-,蔺红波,"Shandong Lubei Chemical Co.,Ltd",山东省滨州市无棣县埕口镇,-,-,山东省无棣县埕口镇,52858.31,6.00,20250902,0.00,-,52852.31,52852.31,0.00,主板A股
PCI-TGCL,1,1,佳都科技,600728,广东省,-,553,佳都科技,广东省,"Pci Technology Group Co.,Ltd.",佳都科技,2,-,4,19960716,I,   D  F  N          ,信息传输、软件和信息技术服务业,600728,佳都科技集团股份有限公司,19960716,440000,-,020-85550260,N,   D  F  N          ,陈娇                          ,-,主板A,Y,-,上市,190050,65,510660,佳都科技,否,ir@pcitech.com,软件和信息技术服务业,-,否,-,440100,-,佳都转股,周哲斯,"Pci Technology Group Co.,Ltd.",广东省广州市番禺区东环街迎宾路832号番禺节能科技园内番山创业中心1号楼2区306房,-,-,广州市天河区新岑四路2号,213259.93,0.00,20250902,0.00,-,213259.93,213259.93,0.00,主板A股
CBEST,1,1,重庆百货,600729,重庆市,-,554,重庆百货,重庆市,"Chongqing Department Store Co.,Ltd.",重庆百货,2,-,4,19960702,F,   D  F  N          ,批发和零售业,600729,重庆百货大楼股份有限公司,19960702,500000,-,023-63822594,N,   D  F  N          ,胡宏伟                        ,-,主板A,Y,-,上市,-,52,400010,重庆百货,否,cbdsh@e-cbest.com,零售业,-,否,-,500000,-,-,陈果,"Chongqing Department Store Co.,Ltd.","重庆市渝中区青年路18号10,11,14楼",-,-,重庆市渝中区青年路18号11楼,44047.56,24926.32,20250902,0.00,-,19121.23,19121.23,0.00,主板A股
CHINA HI-TECH,1,1,中国高科,600730,北京市,-,555,中国高科,北京市,"China Hi-Tech Group Co.,Ltd",中国高科,2,-,4,19960726,P,   D  F  N          ,教育,600730,中国高科集团股份有限公司,19960726,110000,-,010-62575346,N,   D  F  N          ,聂志强                        ,-,主板A,Y,-,上市,-,83,100871,中国高科,否,zggk-board@china-hi-tech.com,教育,-,否,-,110000,-,-,付广庆,"China Hi-Tech Group Co.,Ltd",北京市顺义区李遂镇龙泰路1-118号,-,-,北京市海淀区北四环西路52号方正国际大厦4层,58665.60,0.00,20250902,0.00,-,58665.60,58665.60,0.00,主板A股
HLC,1,1,湖南海利,600731,湖南省,-,556,湖南海利,湖南省,"HUNAN HAILI CHEMICAL INDUSTRY CO.,LTD.",湖南海利,2,-,4,19960802,C,   D  F  N          ,制造业,600731,湖南海利化工股份有限公司,19960802,430000,-,0731-85357830,N,   D  F  N          ,刘洪波                        ,-,主板A,Y,-,上市,-,26,410007,湖南海利,否,sh600731@sina.com,化学原料和化学制品制造业,-,否,-,430100,-,-,蒋祖学,"HUNAN HAILI CHEMICAL INDUSTRY CO.,LTD.",湖南省长沙市芙蓉中路二段251号,-,-,湖南长沙市芙蓉中路二段251号,55874.24,75.98,20250902,0.00,-,55798.27,55798.27,0.00,主板A股
AIKO SOLAR,1,1,爱旭股份,600732,上海市,-,557,爱旭股份,上海市,"Shanghai Aiko Solar Energy Co., Ltd.",爱旭股份,2,-,4,19960816,C,   D  F  N          ,制造业,600732,上海爱旭新能源股份有限公司,19960816,310000,-,0579-85912509,N,   D  F  N          ,陈刚                          ,-,主板A,Y,-,上市,-,38,200070,爱旭股份,否,ir@aikosolar.com,电气机械和器材制造业,-,否,-,310000,-,-,李斌,"Shanghai Aiko Solar Energy Co., Ltd.",上海市浦东新区秋月路26号4幢201-1室,-,-,上海市浦东新区秋月路26号4号楼,182631.06,24099.34,20250902,0.00,-,158531.72,158531.72,0.00,主板A股
BAIC BLUEPARK,1,1,北汽蓝谷,600733,北京市,-,558,北汽蓝谷,北京市,"BAIC BluePark New Energy Technology Co.,Ltd.",北汽蓝谷,2,-,4,19960816,C,   D  F  N          ,制造业,600733,北汽蓝谷新能源科技股份有限公司,19960816,110000,-,010-53970788,N,   D  F  N          ,张国富                        ,-,主板A,Y,-,上市,-,36,100176,北汽蓝谷,否,600733@bjev.com.cn,汽车制造业,-,否,-,110000,-,-,乔元华,"BAIC BluePark New Energy Technology Co.,Ltd.",北京市北京经济技术开发区东环中路5号12幢,-,-,北京市北京经济技术开发区东环中路5号12幢,557350.32,68840.62,20250902,0.00,-,488509.69,488509.69,0.00,主板A股
SG,1,1,实达集团,600734,福建省,-,559,实达集团,福建省,"Fujian Start Group Co.,Ltd",实达集团,2,-,4,19960808,I,   D  F  N          ,信息传输、软件和信息技术服务业,600734,福建实达集团股份有限公司,19960808,350000,-,0591-83709680,N,   D  F  N          ,朱向东                        ,-,主板A,Y,-,上市,-,65,350002,实达集团,否,daixyan@start.com.cn,软件和信息技术服务业,-,否,-,350100,-,-,戴晓燕,"Fujian Start Group Co.,Ltd",福建省福州市长乐区文武砂镇智慧路8号1号楼16层,-,-,福建省福州市闽侯县荆溪镇杜坞43号大数据科技园D6栋,217830.31,987.50,20250902,0.00,-,216842.81,216842.81,0.00,主板A股
HIKING,1,1,新华锦,600735,山东省,-,560,新华锦,山东省,"Shandong Hiking International Co.,Ltd",新华锦,2,-,4,19960726,C,   D  F  N          ,制造业,600735,山东新华锦国际股份有限公司,19960726,370000,-,0532-85967156,N,   D  F  N          ,张航                          ,-,主板A,Y,-,上市,-,41,266101,新华锦,否,600735@hiking.cn,其他制造业,-,否,-,370200,-,-,张航（代）,"Shandong Hiking International Co.,Ltd",山东省青岛市崂山区松岭路131号,-,-,青岛市崂山区松岭路131号17楼,42877.82,332.64,20250902,0.00,-,42545.18,42545.18,0.00,主板A股
SZNH,1,1,苏州高新,600736,江苏省,-,561,苏州高新,江苏省,"Suzhou New District Hi-Tech Industrial Co.,Ltd",苏州高新,2,-,4,19960815,K,   D  F  N          ,房地产业,600736,苏州新区高新技术产业股份有限公司,19960815,320000,-,0512-67379025,N,   D  F  N          ,王平                          ,-,主板A,Y,-,上市,-,70,215163,苏州高新,否,szgx600736@sndnt.com,房地产业,-,否,-,320500,-,-,宋才俊,"Suzhou New District Hi-Tech Industrial Co.,Ltd",江苏省苏州市新区运河路8号,-,-,江苏省苏州市高新区锦峰路199号锦峰国际商务广场20楼,115129.29,0.00,20250902,0.00,-,115129.29,115129.29,0.00,主板A股
COFCO SUGAR,1,1,中粮糖业,600737,新疆维吾尔自治区,-,562,中粮糖业,新疆维吾尔自治区,"Cofco Sugar Holding Co.,Ltd",中粮糖业,2,-,4,19960731,C,   D  F  N          ,制造业,600737,中粮糖业控股股份有限公司,19960731,650000,-,0991-6173332,N,   D  F  N          ,李明华                        ,-,主板A,Y,-,上市,-,13,830000,中粮糖业,否,zhaileilei@cofco.com,农副食品加工业,-,否,-,652300,-,-,杨静,"Cofco Sugar Holding Co.,Ltd",新疆维吾尔自治区昌吉市大西渠镇区玉堂村丘54栋1层W101,-,-,新疆乌鲁木齐市黄河路2号招商银行大厦20楼,213884.82,0.00,20250902,0.00,-,213884.82,213884.82,0.00,主板A股
LSGC,1,1,丽尚国潮,600738,甘肃省,-,563,丽尚国潮,甘肃省,"Lanzhoulishang Guochao Industrial Group Co.,Ltd",丽尚国潮,2,-,4,19960802,F,   D  F  N          ,批发和零售业,600738,兰州丽尚国潮实业集团股份有限公司,19960802,620000,-,0571-88230930,N,   D  F  N          ,吴小波                        ,-,主板A,Y,-,上市,-,52,310015,丽尚国潮,否,600738@lsguochao.com,零售业,-,否,-,620100,-,-,王磊,"Lanzhoulishang Guochao Industrial Group Co.,Ltd",甘肃省兰州市城关区中山路120号,-,-,浙江省杭州市拱墅区吉如路88号loft49创意产业园区2幢1单元,76133.52,66.90,20250902,0.00,-,76066.62,76066.62,0.00,主板A股
LNCD,1,1,辽宁成大,600739,辽宁省,-,564,辽宁成大,辽宁省,"Liaoning Cheng Da Co.,Ltd.",辽宁成大,2,-,4,19960819,F,   D  F  N          ,批发和零售业,600739,辽宁成大股份有限公司,19960819,210000,-,0411-82512731,N,   D  F  N          ,徐飚                          ,-,主板A,Y,-,上市,-,51,116001,辽宁成大,否,lncd@chengda.com.cn,批发业,-,否,-,210200,-,-,邱闯,"Liaoning Cheng Da Co.,Ltd.",辽宁省大连市人民路71号,-,-,辽宁省大连市中山区人民路71号,152970.98,0.00,20250902,0.00,-,152970.98,152970.98,0.00,主板A股
SCC,1,1,山西焦化,600740,山西省,-,565,山西焦化,山西省,"ShanXi Coking Co.,Ltd",山西焦化,2,-,4,19960808,C,   D  F  N          ,制造业,600740,山西焦化股份有限公司,19960808,140000,-,0357-6621802,N,   D  F  N          , 李峰                         ,-,主板A,Y,-,上市,-,25,041606,山西焦化,否,sjgf@public.lf.sx.cn,石油、煤炭及其他燃料加工业,-,否,-,141000,-,-,霍志军,"ShanXi Coking Co.,Ltd",山西省临汾市洪洞县广胜寺镇,-,-,山西省洪洞县广胜寺镇,256212.12,0.00,20250902,0.00,-,256212.12,256212.12,0.00,主板A股
HASCO,1,1,华域汽车,600741,上海市,-,566,华域汽车,上海市,HUAYU Automotive Systems Company Limited,华域汽车,2,-,4,19960826,C,   D  F  N          ,制造业,600741,华域汽车系统股份有限公司,19960826,310000,-,021-23102080,N,   D  F  N          ,陈虹                          ,-,主板A,Y,-,上市,-,36,200041,华域汽车,是,huayuqiche@hasco-group.com,汽车制造业,-,否,-,310000,-,-,茅其炜,HUAYU Automotive Systems Company Limited,上海市静安区威海路489号,-,-,上海市马当路347号,315272.40,0.00,20250902,0.00,-,315272.40,315272.40,0.00,主板A股
CHANGCHUN FAWAY,1,1,富维股份,600742,吉林省,-,567,富维股份,吉林省,"CHANGCHUN FAWAY GROUP AUTOMOBILE COMPONENTS CO.,LTD",富维股份,2,-,4,19960826,C,   D  F  N          ,制造业,600742,长春富维集团汽车零部件股份有限公司,19960826,220000,-,0431-85772860,N,   D  F  N          ,刘洪敏                        ,-,主板A,Y,-,上市,-,36,130011,富维股份,否,liyj@faway.com,汽车制造业,-,否,-,220100,-,-,李延军,"CHANGCHUN FAWAY GROUP AUTOMOBILE COMPONENTS CO.,LTD",吉林省长春市汽车产业开发区东风大街5168号,-,-,长春市汽车经济技术开发区东风大街5168号,74305.79,0.00,20250902,0.00,-,74305.79,74305.79,0.00,主板A股
HY XINHANG,1,1,华远控股,600743,北京市,-,568,华远控股,北京市,"BEIJING HUAYUAN XINHANG HOLDING CO.,LTD.",华远控股,2,-,4,19960909,K,   D  F  N          ,房地产业,600743,北京华远新航控股股份有限公司,19960909,110000,-,010-68036966,N,   D  F  N          ,王乐斌                        ,-,主板A,Y,-,上市,-,70,-,华远控股,否,ir@hy-online.com,房地产业,-,否,-,110000,-,-,张全亮,"BEIJING HUAYUAN XINHANG HOLDING CO.,LTD.",北京市西城区西直门外大街南路28号3层307,-,-,北京市西城区西直门外大街南路28号3层307,234610.09,0.00,20250902,0.00,-,234610.09,234610.09,0.00,主板A股
DHEP,1,1,华银电力,600744,湖南省,-,569,华银电力,湖南省,"DATANG HUAYIN ELECTRIC POWER CO.,LTD.",华银电力,2,-,4,19960905,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600744,大唐华银电力股份有限公司,19960905,430000,-,0731-89687288,N,   D  F  N          ,刘学东                        ,-,主板A,Y,-,上市,-,44,410007,华银电力,否,hy600744@188.com,电力、热力生产和供应业,-,否,-,430100,-,-,康永军,"DATANG HUAYIN ELECTRIC POWER CO.,LTD.",湖南省长沙市天心区黑石铺路35号华银石昊苑写字楼,-,-,湖南省长沙市天心区黑石铺路35号,203112.43,0.00,20250902,0.00,-,203112.43,203112.43,0.00,主板A股
